gene_id	gene_type	gene_name
ENSG00000254902	lncRNA	ANO1-AS1
ENSG00000168040	protein_coding	FADD
ENSG00000254721	lncRNA	AP000879.1
ENSG00000131626	protein_coding	PPFIA1
ENSG00000254604	lncRNA	AP002336.2
ENSG00000254484	lncRNA	AP002336.1
ENSG00000255539	lncRNA	AP002336.3
ENSG00000254495	lncRNA	AP000487.2
ENSG00000246889	lncRNA	AP000487.1
ENSG00000085733	protein_coding	CTTN
ENSG00000162105	protein_coding	SHANK2
ENSG00000227726	lncRNA	AP001271.1
ENSG00000226627	lncRNA	SHANK2-AS1
ENSG00000236262	lncRNA	SHANK2-AS2
ENSG00000171671	lncRNA	SHANK2-AS3
ENSG00000286708	lncRNA	AP003783.1
ENSG00000172893	protein_coding	DHCR7
ENSG00000254682	lncRNA	AP002387.2
ENSG00000172890	protein_coding	NADSYN1
ENSG00000244411	protein_coding	KRTAP5-7
ENSG00000241233	protein_coding	KRTAP5-8
ENSG00000254997	protein_coding	KRTAP5-9
ENSG00000286948	lncRNA	AP000867.5
ENSG00000204572	protein_coding	KRTAP5-10
ENSG00000204571	protein_coding	KRTAP5-11
ENSG00000248671	lncRNA	ALG1L9P
ENSG00000254972	lncRNA	AP003498.1
ENSG00000285933	lncRNA	AP003498.2
ENSG00000158483	protein_coding	FAM86C1
ENSG00000214534	protein_coding	ZNF705E
ENSG00000184276	protein_coding	DEFB108B
ENSG00000254469	protein_coding	AP002495.1
ENSG00000225805	protein_coding	DEFB131B
ENSG00000137522	protein_coding	RNF121
ENSG00000137496	protein_coding	IL18BP
ENSG00000137497	protein_coding	NUMA1
ENSG00000251143	lncRNA	AP002490.1
ENSG00000184154	protein_coding	LRTOMT
ENSG00000149357	protein_coding	LAMTOR1
ENSG00000284844	protein_coding	AP000812.4
ENSG00000110200	protein_coding	ANAPC15
ENSG00000110203	protein_coding	FOLR3
ENSG00000204971	lncRNA	AP000812.1
ENSG00000110195	protein_coding	FOLR1
ENSG00000165457	protein_coding	FOLR2
ENSG00000165458	protein_coding	INPPL1
ENSG00000165462	protein_coding	PHOX2A
ENSG00000285864	lncRNA	AP000593.4
ENSG00000162129	protein_coding	CLPB
ENSG00000255843	lncRNA	AP000593.3
ENSG00000256739	lncRNA	AP002892.2
ENSG00000255672	lncRNA	AP002892.1
ENSG00000256403	lncRNA	AP003785.1
ENSG00000227467	lncRNA	LINC01537
ENSG00000186642	protein_coding	PDE2A
ENSG00000256633	lncRNA	AP005019.1
ENSG00000255808	lncRNA	AP003065.1
ENSG00000186635	protein_coding	ARAP1
ENSG00000256007	lncRNA	ARAP1-AS1
ENSG00000286555	lncRNA	AP003065.2
ENSG00000245148	lncRNA	ARAP1-AS2
ENSG00000214530	protein_coding	STARD10
ENSG00000285693	lncRNA	AP002381.2
ENSG00000168010	protein_coding	ATG16L2
ENSG00000137478	protein_coding	FCHSD2
ENSG00000256568	lncRNA	AP002761.2
ENSG00000215841	lncRNA	AP002761.1
ENSG00000175591	protein_coding	P2RY2
ENSG00000260401	lncRNA	AP002761.4
ENSG00000171631	protein_coding	P2RY6
ENSG00000257038	lncRNA	AP002761.3
ENSG00000110237	protein_coding	ARHGEF17
ENSG00000054967	protein_coding	RELT
ENSG00000256928	lncRNA	AP000763.4
ENSG00000054965	protein_coding	FAM168A
ENSG00000256448	lncRNA	AP000763.3
ENSG00000021300	protein_coding	PLEKHB1
ENSG00000175582	protein_coding	RAB6A
ENSG00000255928	lncRNA	AP002993.1
ENSG00000256034	lncRNA	AP002770.1
ENSG00000175581	protein_coding	MRPL48
ENSG00000181924	protein_coding	COA4
ENSG00000175575	protein_coding	PAAF1
ENSG00000187726	protein_coding	DNAJB13
ENSG00000255847	lncRNA	AP003717.1
ENSG00000175567	protein_coding	UCP2
ENSG00000287425	lncRNA	AP003717.4
ENSG00000175564	protein_coding	UCP3
ENSG00000168014	protein_coding	C2CD3
ENSG00000214517	protein_coding	PPME1
ENSG00000149380	protein_coding	P4HA3
ENSG00000246211	lncRNA	P4HA3-AS1
ENSG00000165434	protein_coding	PGM2L1
ENSG00000254631	lncRNA	AP001372.1
ENSG00000255440	lncRNA	AP001085.1
ENSG00000175538	protein_coding	KCNE3
ENSG00000254928	lncRNA	AP001372.3
ENSG00000175536	protein_coding	LIPT2
ENSG00000254837	lncRNA	AP001372.2
ENSG00000077514	protein_coding	POLD3
ENSG00000054938	protein_coding	CHRDL2
ENSG00000166439	protein_coding	RNF169
ENSG00000166435	protein_coding	XRRA1
ENSG00000286943	lncRNA	AP001992.2
ENSG00000118363	protein_coding	SPCS2
ENSG00000162139	protein_coding	NEU3
ENSG00000171561	protein_coding	OR2AT4
ENSG00000255395	lncRNA	AP001972.4
ENSG00000137491	protein_coding	SLCO2B1
ENSG00000255136	lncRNA	AP001972.3
ENSG00000261594	protein_coding	TPBGL
ENSG00000137486	protein_coding	ARRB1
ENSG00000254429	lncRNA	AP001972.1
ENSG00000254963	lncRNA	AP001972.2
ENSG00000149273	protein_coding	RPS3
ENSG00000149243	protein_coding	KLHL35
ENSG00000158555	protein_coding	GDPD5
ENSG00000254460	lncRNA	AP002815.1
ENSG00000149257	protein_coding	SERPINH1
ENSG00000255326	lncRNA	AP001922.5
ENSG00000171533	protein_coding	MAP6
ENSG00000255434	lncRNA	AP001922.6
ENSG00000254630	lncRNA	AP001922.2
ENSG00000166391	protein_coding	MOGAT2
ENSG00000247867	lncRNA	AP001922.1
ENSG00000062282	protein_coding	DGAT2
ENSG00000254826	lncRNA	AP001922.3
ENSG00000254814	lncRNA	AP003031.1
ENSG00000255507	lncRNA	UVRAG-DT
ENSG00000198382	protein_coding	UVRAG
ENSG00000255081	lncRNA	AP003168.2
ENSG00000255421	lncRNA	AP002340.1
ENSG00000085741	protein_coding	WNT11
ENSG00000254933	lncRNA	AP000785.1
ENSG00000255362	lncRNA	LINC02761
ENSG00000137492	protein_coding	THAP12
ENSG00000179240	protein_coding	GVQW3
ENSG00000255135	lncRNA	AP002360.1
ENSG00000158636	protein_coding	EMSY
ENSG00000255363	lncRNA	LINC02757
ENSG00000255479	lncRNA	AP001189.5
ENSG00000254810	lncRNA	AP001189.3
ENSG00000236304	lncRNA	AP001189.1
ENSG00000137507	protein_coding	LRRC32
ENSG00000254975	lncRNA	AP001189.4
ENSG00000254632	lncRNA	AP003119.1
ENSG00000182704	protein_coding	TSKU
ENSG00000255100	lncRNA	AP003119.2
ENSG00000261578	lncRNA	AP003119.3
ENSG00000078124	protein_coding	ACER3
ENSG00000254988	lncRNA	AP002498.1
ENSG00000198488	protein_coding	B3GNT6
ENSG00000149260	protein_coding	CAPN5
ENSG00000254550	protein_coding	OMP
ENSG00000137474	protein_coding	MYO7A
ENSG00000178795	protein_coding	GDPD4
ENSG00000149269	protein_coding	PAK1
ENSG00000268635	lncRNA	AP003680.1
ENSG00000074201	protein_coding	CLNS1A
ENSG00000178301	protein_coding	AQP11
ENSG00000048649	protein_coding	RSF1
ENSG00000254985	lncRNA	RSF1-IT2
ENSG00000255409	lncRNA	RSF1-IT1
ENSG00000087884	protein_coding	AAMDC
ENSG00000254459	lncRNA	AP002812.2
ENSG00000254691	lncRNA	AP002812.3
ENSG00000255449	lncRNA	AP002812.5
ENSG00000149262	protein_coding	INTS4
ENSG00000254829	lncRNA	AP003032.2
ENSG00000151364	protein_coding	KCTD14
ENSG00000254675	lncRNA	AP003032.1
ENSG00000151365	protein_coding	THRSP
ENSG00000151366	protein_coding	NDUFC2
ENSG00000159063	protein_coding	ALG8
ENSG00000246174	lncRNA	KCTD21-AS1
ENSG00000188997	protein_coding	KCTD21
ENSG00000118369	protein_coding	USP35
ENSG00000033327	protein_coding	GAB2
ENSG00000254420	lncRNA	AP003086.1
ENSG00000254649	lncRNA	AP003086.2
ENSG00000251323	lncRNA	LINC02728
ENSG00000137513	protein_coding	NARS2
ENSG00000255084	lncRNA	AP003110.1
ENSG00000149256	protein_coding	TENM4
ENSG00000254563	lncRNA	AP002768.1
ENSG00000255345	lncRNA	AP002957.1
ENSG00000254885	lncRNA	AP001547.1
ENSG00000255209	lncRNA	AP001978.1
ENSG00000254434	lncRNA	AP006295.1
ENSG00000255178	lncRNA	LINC02720
ENSG00000285568	lncRNA	AP003398.2
ENSG00000287912	lncRNA	AP003464.1
ENSG00000245832	lncRNA	MIR4300HG
ENSG00000254511	lncRNA	AP002802.1
ENSG00000255246	lncRNA	AP000793.1
ENSG00000182103	protein_coding	FAM181B
ENSG00000255382	lncRNA	LINC02734
ENSG00000137509	protein_coding	PRCP
ENSG00000165490	protein_coding	DDIAS
ENSG00000254698	lncRNA	AP000893.2
ENSG00000137502	protein_coding	RAB30
ENSG00000246067	lncRNA	RAB30-DT
ENSG00000255503	lncRNA	AP001767.3
ENSG00000165494	protein_coding	PCF11
ENSG00000254676	lncRNA	AP000873.4
ENSG00000247137	lncRNA	AP000873.2
ENSG00000269939	lncRNA	PCF11-AS1
ENSG00000137494	protein_coding	ANKRD42
ENSG00000254551	lncRNA	AP000873.3
ENSG00000137500	protein_coding	CCDC90B
ENSG00000255234	lncRNA	AP000446.1
ENSG00000150672	protein_coding	DLG2
ENSG00000255311	lncRNA	AP002370.2
ENSG00000254787	lncRNA	AP001825.1
ENSG00000255555	lncRNA	AP000857.2
ENSG00000171204	protein_coding	TMEM126B
ENSG00000171202	protein_coding	TMEM126A
ENSG00000137504	protein_coding	CREBZF
ENSG00000179071	protein_coding	CCDC89
ENSG00000137501	protein_coding	SYTL2
ENSG00000150676	protein_coding	CCDC83
ENSG00000255005	lncRNA	AP003128.1
ENSG00000073921	protein_coding	PICALM
ENSG00000254699	lncRNA	LINC02695
ENSG00000074266	protein_coding	EED
ENSG00000149196	protein_coding	HIKESHI
ENSG00000149201	protein_coding	CCDC81
ENSG00000254733	lncRNA	AP001831.1
ENSG00000151376	protein_coding	ME3
ENSG00000254731	lncRNA	AP003059.1
ENSG00000255250	lncRNA	AP003059.2
ENSG00000150687	protein_coding	PRSS23
ENSG00000269895	lncRNA	AP000654.1
ENSG00000255471	lncRNA	AP001528.1
ENSG00000174804	protein_coding	FZD4
ENSG00000246523	lncRNA	FZD4-DT
ENSG00000166575	protein_coding	TMEM135
ENSG00000255183	lncRNA	LINC02711
ENSG00000285835	lncRNA	AP000676.5
ENSG00000255516	lncRNA	AP005436.3
ENSG00000255102	lncRNA	AP005436.1
ENSG00000255241	lncRNA	AP005436.2
ENSG00000123892	protein_coding	RAB38
ENSG00000109861	protein_coding	CTSC
ENSG00000288018	lncRNA	AP003120.1
ENSG00000255082	lncRNA	GRM5-AS1
ENSG00000168959	protein_coding	GRM5
ENSG00000077498	protein_coding	TYR
ENSG00000086991	protein_coding	NOX4
ENSG00000255429	lncRNA	AP003400.1
ENSG00000214414	protein_coding	TRIM77
ENSG00000254971	lncRNA	AP003122.2
ENSG00000168930	protein_coding	TRIM49
ENSG00000189253	protein_coding	TRIM64B
ENSG00000223417	protein_coding	TRIM49D1
ENSG00000233802	protein_coding	TRIM49D2
ENSG00000204450	protein_coding	TRIM64
ENSG00000204449	protein_coding	TRIM49C
ENSG00000255009	protein_coding	UBTFL1
ENSG00000286665	lncRNA	AP000648.9
ENSG00000077616	protein_coding	NAALAD2
ENSG00000110172	protein_coding	CHORDC1
ENSG00000261645	lncRNA	DISC1FP1
ENSG00000255187	lncRNA	LINC02748
ENSG00000255332	lncRNA	LINC02756
ENSG00000165323	protein_coding	FAT3
ENSG00000254705	lncRNA	AP000722.1
ENSG00000255506	lncRNA	AP003718.1
ENSG00000282916	lncRNA	LINC02746
ENSG00000254874	lncRNA	AP003171.1
ENSG00000134640	protein_coding	MTNR1B
ENSG00000180773	protein_coding	SLC36A4
ENSG00000255233	lncRNA	AP003969.1
ENSG00000165325	protein_coding	DEUP1
ENSG00000166002	protein_coding	SMCO4
ENSG00000166004	protein_coding	CEP295
ENSG00000254911	lncRNA	SCARNA9
ENSG00000166012	protein_coding	TAF1D
ENSG00000182919	protein_coding	C11orf54
ENSG00000042429	protein_coding	MED17
ENSG00000214376	protein_coding	VSTM5
ENSG00000181333	protein_coding	HEPHL1
ENSG00000110218	protein_coding	PANX1
ENSG00000250519	lncRNA	AP002784.1
ENSG00000183560	protein_coding	IZUMO1R
ENSG00000123901	protein_coding	GPR83
ENSG00000020922	protein_coding	MRE11
ENSG00000255893	lncRNA	AP000786.1
ENSG00000168876	protein_coding	ANKRD49
ENSG00000257057	protein_coding	C11orf97
ENSG00000196371	protein_coding	FUT4
ENSG00000134627	protein_coding	PIWIL4
ENSG00000255929	lncRNA	AP000943.2
ENSG00000233536	lncRNA	AP000943.1
ENSG00000255666	lncRNA	LINC02700
ENSG00000166025	protein_coding	AMOTL1
ENSG00000256469	lncRNA	AP002383.2
ENSG00000150316	protein_coding	CWC15
ENSG00000186280	protein_coding	KDM4D
ENSG00000235268	protein_coding	KDM4E
ENSG00000255855	protein_coding	KDM4F
ENSG00000263465	protein_coding	SRSF8
ENSG00000149218	protein_coding	ENDOD1
ENSG00000245552	lncRNA	AP000787.1
ENSG00000149212	protein_coding	SESN3
ENSG00000250390	lncRNA	AP001790.1
ENSG00000285842	lncRNA	AP000820.2
ENSG00000255605	lncRNA	AP000820.1
ENSG00000077458	protein_coding	FAM76B
ENSG00000166037	protein_coding	CEP57
ENSG00000087053	protein_coding	MTMR2
ENSG00000184384	protein_coding	MAML2
ENSG00000285921	lncRNA	AP000779.1
ENSG00000149231	protein_coding	CCDC82
ENSG00000183340	protein_coding	JRKL
ENSG00000255679	lncRNA	JRKL-AS1
ENSG00000256684	lncRNA	LINC02737
ENSG00000254587	lncRNA	AP003066.1
ENSG00000255039	lncRNA	LINC02553
ENSG00000255502	lncRNA	LINC02713
ENSG00000254599	lncRNA	AP003715.1
ENSG00000254830	lncRNA	AP002428.1
ENSG00000149972	protein_coding	CNTN5
ENSG00000248027	lncRNA	AP001351.1
ENSG00000165895	protein_coding	ARHGAP42
ENSG00000082175	protein_coding	PGR
ENSG00000282728	lncRNA	PGR-AS1
ENSG00000137672	protein_coding	TRPC6
ENSG00000187151	protein_coding	ANGPTL5
ENSG00000110318	protein_coding	CEP126
ENSG00000137691	protein_coding	CFAP300
ENSG00000260008	lncRNA	AP001527.1
ENSG00000277459	lncRNA	AP001527.2
ENSG00000137693	protein_coding	YAP1
ENSG00000254422	lncRNA	AP000942.2
ENSG00000023445	protein_coding	BIRC3
ENSG00000110330	protein_coding	BIRC2
ENSG00000152558	protein_coding	TMEM123
ENSG00000255337	lncRNA	AP001830.1
ENSG00000255482	lncRNA	AP001830.2
ENSG00000137673	protein_coding	MMP7
ENSG00000137674	protein_coding	MMP20
ENSG00000256916	lncRNA	AP000851.1
ENSG00000281655	lncRNA	AP000851.2
ENSG00000137675	protein_coding	MMP27
ENSG00000118113	protein_coding	MMP8
ENSG00000166670	protein_coding	MMP10
ENSG00000196611	protein_coding	MMP1
ENSG00000149968	protein_coding	MMP3
ENSG00000262406	protein_coding	MMP12
ENSG00000137745	protein_coding	MMP13
ENSG00000137692	protein_coding	DCUN1D5
ENSG00000260966	lncRNA	AP001486.2
ENSG00000187240	protein_coding	DYNC2H1
ENSG00000285878	lncRNA	AP002961.1
ENSG00000254987	lncRNA	AP002989.1
ENSG00000170962	protein_coding	PDGFD
ENSG00000255548	lncRNA	AP003043.1
ENSG00000170967	protein_coding	DDI1
ENSG00000256422	lncRNA	LINC02552
ENSG00000196954	protein_coding	CASP4
ENSG00000137757	protein_coding	CASP5
ENSG00000137752	protein_coding	CASP1
ENSG00000204397	protein_coding	CARD16
ENSG00000255221	protein_coding	CARD17
ENSG00000255501	protein_coding	CARD18
ENSG00000152578	protein_coding	GRIA4
ENSG00000285813	lncRNA	AP000813.1
ENSG00000170903	protein_coding	MSANTD4
ENSG00000182359	protein_coding	KBTBD3
ENSG00000149313	protein_coding	AASDHPPT
ENSG00000254433	lncRNA	AP001001.1
ENSG00000254580	lncRNA	LINC02719
ENSG00000286345	lncRNA	AP002001.3
ENSG00000287802	lncRNA	AP003173.1
ENSG00000152402	protein_coding	GUCY1A2
ENSG00000261098	lncRNA	AP000766.1
ENSG00000152404	protein_coding	CWF19L2
ENSG00000137760	protein_coding	ALKBH8
ENSG00000110675	protein_coding	ELMOD1
ENSG00000170290	protein_coding	SLN
ENSG00000110660	protein_coding	SLC35F2
ENSG00000179331	protein_coding	RAB39A
ENSG00000288012	lncRNA	AP003307.1
ENSG00000166266	protein_coding	CUL5
ENSG00000255467	lncRNA	AP002433.1
ENSG00000075239	protein_coding	ACAT1
ENSG00000285696	lncRNA	AP002433.2
ENSG00000149308	protein_coding	NPAT
ENSG00000149311	protein_coding	ATM
ENSG00000166323	protein_coding	C11orf65
ENSG00000178202	protein_coding	POGLUT3
ENSG00000110723	protein_coding	EXPH5
ENSG00000178105	protein_coding	DDX10
ENSG00000203334	lncRNA	AP003027.1
ENSG00000255528	lncRNA	AP003123.1
ENSG00000255028	lncRNA	AP003049.2
ENSG00000185742	protein_coding	C11orf87
ENSG00000254659	lncRNA	LINC02715
ENSG00000137710	protein_coding	RDX
ENSG00000287245	lncRNA	AP001981.2
ENSG00000149289	protein_coding	ZC3H12C
ENSG00000254416	lncRNA	LINC02732
ENSG00000137714	protein_coding	FDX1
ENSG00000137727	protein_coding	ARHGAP20
ENSG00000287556	lncRNA	AP003973.4
ENSG00000271390	lncRNA	AP003973.2
ENSG00000271584	lncRNA	LINC02550
ENSG00000287028	lncRNA	AP003973.3
ENSG00000150750	protein_coding	C11orf53
ENSG00000196167	lncRNA	COLCA1
ENSG00000214290	protein_coding	COLCA2
ENSG00000288097	lncRNA	AP002448.1
ENSG00000110777	protein_coding	POU2AF1
ENSG00000255428	lncRNA	AP002008.3
ENSG00000137707	protein_coding	BTG4
ENSG00000286028	lncRNA	AP002008.4
ENSG00000254980	lncRNA	AP002008.1
ENSG00000183644	protein_coding	C11orf88
ENSG00000204381	protein_coding	LAYN
ENSG00000170145	protein_coding	SIK2
ENSG00000137713	protein_coding	PPP2R1B
ENSG00000254990	lncRNA	AP001781.1
ENSG00000086848	protein_coding	ALG9
ENSG00000254450	lncRNA	ALG9-IT1
ENSG00000255561	protein_coding	FDXACB1
ENSG00000137720	protein_coding	C11orf1
ENSG00000109846	protein_coding	CRYAB
ENSG00000170276	protein_coding	HSPB2
ENSG00000149300	protein_coding	C11orf52
ENSG00000150764	protein_coding	DIXDC1
ENSG00000255334	lncRNA	AP000907.2
ENSG00000150768	protein_coding	DLAT
ENSG00000150773	protein_coding	PIH1D2
ENSG00000150776	protein_coding	NKAPD1
ENSG00000150779	protein_coding	TIMM8B
ENSG00000204370	protein_coding	SDHD
ENSG00000150782	protein_coding	IL18
ENSG00000254638	lncRNA	AP002884.1
ENSG00000150783	protein_coding	TEX12
ENSG00000197580	protein_coding	BCO2
ENSG00000150787	protein_coding	PTS
ENSG00000188771	protein_coding	PLET1
ENSG00000268472	lncRNA	AP002884.3
ENSG00000250303	lncRNA	LINC02762
ENSG00000254968	lncRNA	LINC02763
ENSG00000255484	lncRNA	LINC02764
ENSG00000285769	lncRNA	AP003100.2
ENSG00000287006	lncRNA	AP003100.3
ENSG00000254626	lncRNA	AP003100.1
ENSG00000288070	lncRNA	AC016902.1
ENSG00000247416	lncRNA	AP000802.1
ENSG00000149294	protein_coding	NCAM1
ENSG00000227487	lncRNA	NCAM1-AS1
ENSG00000255129	lncRNA	AP000880.1
ENSG00000149292	protein_coding	TTC12
ENSG00000270179	lncRNA	AP002840.2
ENSG00000170209	protein_coding	ANKK1
ENSG00000256757	lncRNA	AP002840.1
ENSG00000149295	protein_coding	DRD2
ENSG00000166682	protein_coding	TMPRSS5
ENSG00000086827	protein_coding	ZW10
ENSG00000256603	lncRNA	AP003170.4
ENSG00000228607	protein_coding	CLDN25
ENSG00000048028	protein_coding	USP28
ENSG00000256452	lncRNA	AP003170.3
ENSG00000149305	protein_coding	HTR3B
ENSG00000166736	protein_coding	HTR3A
ENSG00000109906	protein_coding	ZBTB16
ENSG00000286463	lncRNA	AP002755.1
ENSG00000256947	lncRNA	AP002518.2
ENSG00000166741	protein_coding	NNMT
ENSG00000256195	lncRNA	AP002518.1
ENSG00000180425	protein_coding	C11orf71
ENSG00000076053	protein_coding	RBM7
ENSG00000076043	protein_coding	REXO2
ENSG00000095110	protein_coding	NXPE1
ENSG00000137634	protein_coding	NXPE4
ENSG00000204361	protein_coding	NXPE2
ENSG00000182985	protein_coding	CADM1
ENSG00000287897	lncRNA	AP000465.1
ENSG00000256972	lncRNA	AP000462.3
ENSG00000255580	lncRNA	AP000462.1
ENSG00000256315	lncRNA	AP000462.2
ENSG00000256281	lncRNA	AP003174.2
ENSG00000255689	lncRNA	AP003174.1
ENSG00000255599	lncRNA	AP000997.2
ENSG00000260254	lncRNA	AP000997.3
ENSG00000256717	lncRNA	LINC02698
ENSG00000288020	lncRNA	AP002991.2
ENSG00000246100	lncRNA	LINC00900
ENSG00000257067	lncRNA	LINC02703
ENSG00000236437	lncRNA	LINC02151
ENSG00000237937	lncRNA	LINC02702
ENSG00000137656	protein_coding	BUD13
ENSG00000226645	lncRNA	AP006216.1
ENSG00000109917	protein_coding	ZPR1
ENSG00000110243	protein_coding	APOA5
ENSG00000236267	lncRNA	AP006216.2
ENSG00000285513	lncRNA	AP006216.3
ENSG00000110244	protein_coding	APOA4
ENSG00000110245	protein_coding	APOC3
ENSG00000118137	protein_coding	APOA1
ENSG00000235910	lncRNA	APOA1-AS
ENSG00000160584	protein_coding	SIK3
ENSG00000224077	lncRNA	AP000936.1
ENSG00000168092	protein_coding	PAFAH1B2
ENSG00000149577	protein_coding	SIDT2
ENSG00000149591	protein_coding	TAGLN
ENSG00000160613	protein_coding	PCSK7
ENSG00000167257	protein_coding	RNF214
ENSG00000186318	protein_coding	BACE1
ENSG00000278768	lncRNA	BACE1-AS
ENSG00000276505	lncRNA	AP000892.3
ENSG00000110274	protein_coding	CEP164
ENSG00000250699	lncRNA	AP000892.1
ENSG00000177103	protein_coding	DSCAML1
ENSG00000270403	lncRNA	AP001554.1
ENSG00000137731	protein_coding	FXYD2
ENSG00000254844	lncRNA	AP000757.2
ENSG00000254528	lncRNA	AP000757.1
ENSG00000137726	protein_coding	FXYD6
ENSG00000137747	protein_coding	TMPRSS13
ENSG00000110324	protein_coding	IL10RA
ENSG00000255274	protein_coding	SMIM35
ENSG00000137648	protein_coding	TMPRSS4
ENSG00000177098	protein_coding	SCN4B
ENSG00000149575	protein_coding	SCN2B
ENSG00000160593	protein_coding	JAML
ENSG00000160588	protein_coding	MPZL3
ENSG00000149573	protein_coding	MPZL2
ENSG00000198851	protein_coding	CD3E
ENSG00000167286	protein_coding	CD3D
ENSG00000160654	protein_coding	CD3G
ENSG00000110344	protein_coding	UBE4A
ENSG00000254873	lncRNA	AP001267.1
ENSG00000167283	protein_coding	ATP5MG
ENSG00000269944	lncRNA	AP001267.4
ENSG00000255384	lncRNA	AP001267.2
ENSG00000118058	protein_coding	KMT2A
ENSG00000255435	lncRNA	AP001267.3
ENSG00000172425	protein_coding	TTC36
ENSG00000149582	protein_coding	TMEM25
ENSG00000118096	protein_coding	IFT46
ENSG00000095139	protein_coding	ARCN1
ENSG00000019144	protein_coding	PHLDB1
ENSG00000255176	lncRNA	AP000941.1
ENSG00000118094	protein_coding	TREH
ENSG00000255422	lncRNA	AP002954.1
ENSG00000287238	lncRNA	AP002954.2
ENSG00000110367	protein_coding	DDX6
ENSG00000278376	lncRNA	AP004609.3
ENSG00000160683	protein_coding	CXCR5
ENSG00000245869	lncRNA	AP004609.1
ENSG00000186174	protein_coding	BCL9L
ENSG00000110375	protein_coding	UPK2
ENSG00000176302	protein_coding	FOXR1
ENSG00000255121	lncRNA	CCDC84-DT
ENSG00000186166	protein_coding	CCDC84
ENSG00000254428	lncRNA	AP003392.1
ENSG00000118181	protein_coding	RPS25
ENSG00000196655	protein_coding	TRAPPC4
ENSG00000137700	protein_coding	SLC37A4
ENSG00000255114	lncRNA	AP003392.3
ENSG00000149428	protein_coding	HYOU1
ENSG00000271751	lncRNA	AP003392.4
ENSG00000272186	lncRNA	AP003392.5
ENSG00000160695	protein_coding	VPS11
ENSG00000256269	protein_coding	HMBS
ENSG00000188486	protein_coding	H2AFX
ENSG00000172269	protein_coding	DPAGT1
ENSG00000172375	protein_coding	C2CD2L
ENSG00000172273	protein_coding	HINFP
ENSG00000172350	protein_coding	ABCG4
ENSG00000160703	protein_coding	NLRX1
ENSG00000172367	protein_coding	PDZD3
ENSG00000248712	protein_coding	CCDC153
ENSG00000110395	protein_coding	CBL
ENSG00000076706	protein_coding	MCAM
ENSG00000173456	protein_coding	RNF26
ENSG00000245385	lncRNA	AP003396.1
ENSG00000223953	protein_coding	C1QTNF5
ENSG00000235718	protein_coding	MFRP
ENSG00000036672	protein_coding	USP2
ENSG00000245248	lncRNA	USP2-AS1
ENSG00000254740	lncRNA	AP003396.3
ENSG00000154096	protein_coding	THY1
ENSG00000263873	lncRNA	AP003396.5
ENSG00000254561	lncRNA	AP003393.1
ENSG00000110400	protein_coding	NECTIN1
